"Bldg. #","Building Name","Room #","Area","Room Use","Organization Name"
"163","STAMP STUDENT UNION","B0106U","303.59","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"163","STAMP STUDENT UNION","B0222","182.26","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"233","SUSQUEHANNA HALL","1106","178.74","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"233","SUSQUEHANNA HALL","2106","212.75","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"233","SUSQUEHANNA HALL","3110","143.26","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"233","SUSQUEHANNA HALL","4106","168.24","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"076","SYMONS HALL","0103","190.76","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"076","SYMONS HALL","0202","130.06","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"076","SYMONS HALL","1125","98.67","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"076","SYMONS HALL","1125A","156.11","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"076","SYMONS HALL","2101","94.17","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"076","SYMONS HALL","2101A","146.19","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"043","TALIAFERRO HALL","0106","209.85","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"043","TALIAFERRO HALL","0127","94.73","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"043","TALIAFERRO HALL","1129","192.21","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"043","TALIAFERRO HALL","2159","102.64","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"141","TAWES HALL","0206","198.75","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"141","TAWES HALL","1212","212.35","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"141","TAWES HALL","1304","284.37","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"141","TAWES HALL","2212","215","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"141","TAWES HALL","3212","173.49","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"141","TAWES HALL","B0304","152.05","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"806","TECHNOLOGY VENTURES BUILDING","1110","145.44","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"806","TECHNOLOGY VENTURES BUILDING","2110","145.44","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"806","TECHNOLOGY VENTURES BUILDING","3110","145.44","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"806","TECHNOLOGY VENTURES BUILDING","4110","145.44","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"077","THOMAS V. MILLER JR. ADMINISTR","0109","133.68","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"077","THOMAS V. MILLER JR. ADMINISTR","0109A","98.74","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"077","THOMAS V. MILLER JR. ADMINISTR","1123","147.91","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"395","TURFGRASS RESEARCH FACILITY (P","1112","172.29","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"079","TURNER HALL","1105","220.18","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","0125","142.15","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","0125A","106.39","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","1131","122.88","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","2132","137.86","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","2132A","121.02","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","3131A","117.04","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","4126","122.39","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"042","TYDINGS HALL","4126A","113.39","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"361","TYSER TOWER","1124","409.11","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","2107","168.2","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","2130D","188.6","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","2149","177.03","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","3107","168.2","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","3149","177.03","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","4107","168.2","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","4149","177.03","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","5107","168.2","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"361","TYSER TOWER","5131","230.93","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"164","UNIVERSITY HOUSE","1125","70.28","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"164","UNIVERSITY HOUSE","1125A","198.23","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"764","UPPER MARLBORO OFFICE LAB","1112","35.44","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1135","31.77","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1135A","107.52","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1200","218.69","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1331","169.66","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1404","181.81","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1503","419.14","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1522","22.67","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","1522A","171.56","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","2200","217.67","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","2331","170.07","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","2404","193.59","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","2503","243.39","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","3329","169.64","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","3405","135.32","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","3503","241.38","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","4147","31.77","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","4147B","107.52","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","4331","169.66","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","4405","135.32","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"039","VAN MUNCHING HALL","4503","238.88","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"724","WESTERN MD OFFICE","1113","130.63","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"724","WESTERN MD OFFICE","2105","209.44","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"723","WESTERN MD SUPPORT","1208","106.73","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"723","WESTERN MD SUPPORT","1208A","91.61","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","0212","154.22","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","0412","170.95","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","1212","158.36","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","1403E","162.89","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","2212","158.36","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","2403D","162.89","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","3210","158.7","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","3403C","162.89","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"084","WILLIAM E. KIRWAN HALL","4210","160.13","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"081","WIND TUNNEL BUILDING","2105A","56.89","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"047","WOODS HALL","0117","253.16","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"047","WOODS HALL","1134","142.21","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"051","WORCESTER HALL","0111B","38","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"428","WYE OAK BUILDING","1108","110.68","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"428","WYE OAK BUILDING","2110","116.21","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"734","WYE OFFICE ANNEX","1107A","49.8","030J WOMEN RSTRM","GENU-STATE APPROPRIATIONS"
"360","XFINITY CENTER","0409","475","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","0605","369.42","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2102","387.78","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2115","256.05","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2117","559.41","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2205","559.09","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2311","515.84","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2405","518.56","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2407","271.35","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2420","387.88","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","2602","144.61","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3104","782.92","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3110","209.31","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3112","210.78","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3204","210.78","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3206","209.31","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3214","577.69","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3302","577.69","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3310","209.31","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3312","210.78","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3402","210.78","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3404","209.31","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"360","XFINITY CENTER","3410","606.43","030J WOMEN RSTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
